regulation_id,crop_slug,crop,condition
1872,sklady-i-zernohranilischa,склады и зернохранилища,
1873,podsolnechnik,подсолнечник,
1874,pshenitsa,пшеница,
1875,pshenitsa,пшеница,
1876,pshenitsa,пшеница,
1877,kartofel,картофель,
1878,kartofel,картофель,
1879,ogurets,огурец,защищённый грунт
1880,tomat,томат,защищённый грунт
1881,tsvety,цветы (общее),открытый грунт
1882,tomat,томат,защищённый грунт
1883,kartofel,картофель,
1884,ogurets,огурец,защищённый грунт
1884,tomat,томат,защищённый грунт
1885,luk,лук,
1886,smorodina,смородина,
1887,smorodina,смородина,
1888,roza,роза,
1889,pshenitsa,пшеница,
1890,pshenitsa,пшеница,
1891,pshenitsa,пшеница,
1892,pshenitsa,пшеница,
1893,pshenitsa,пшеница,
1894,yachmen,ячмень,
1895,yachmen,ячмень,
1896,yachmen,ячмень,
1897,kukuruza,кукуруза,
1898,kukuruza,кукуруза,
1899,kukuruza,кукуруза,
1900,kukuruza,кукуруза,
1901,kukuruza,кукуруза,
1902,kukuruza,кукуруза,
1903,kukuruza,кукуруза,
1904,raps,рапс,
1905,raps,рапс,
1906,raps,рапс,
1907,raps,рапс,
1908,raps,рапс,
1909,maslichnye-i-tehnicheskie,масличные и технические,
1910,maslichnye-i-tehnicheskie,масличные и технические,
1911,maslichnye-i-tehnicheskie,масличные и технические,
1912,podsolnechnik,подсолнечник,
1913,podsolnechnik,подсолнечник,
1914,podsolnechnik,подсолнечник,
1915,podsolnechnik,подсолнечник,
1916,goroh-fasol,горох / фасоль,
1917,goroh-fasol,горох / фасоль,
1918,goroh-fasol,горох / фасоль,
1919,goroh-fasol,горох / фасоль,
1920,soya,соя,
1921,soya,соя,
1922,soya,соя,
1923,soya,соя,
1924,saharnaya-svekla,сахарная свекла,
1925,saharnaya-svekla,сахарная свекла,
1926,saharnaya-svekla,сахарная свекла,
1927,saharnaya-svekla,сахарная свекла,
1928,saharnaya-svekla,сахарная свекла,
1929,zernobobovye,"зернобобовые (нут, чечевица, люпин, бобы)",
1930,lesnye-nasazhdeniya,лесные насаждения,
1930,hvoynye,"хвойные (туя, ель, можжевельник)",
1931,lesnye-nasazhdeniya,лесные насаждения,
1931,hvoynye,"хвойные (туя, ель, можжевельник)",
1932,lesnye-nasazhdeniya,лесные насаждения,
1932,hvoynye,"хвойные (туя, ель, можжевельник)",
1933,lesnye-nasazhdeniya,лесные насаждения,
1934,lesnye-nasazhdeniya,лесные насаждения,
1935,lesnye-nasazhdeniya,лесные насаждения,
1936,lesnye-nasazhdeniya,лесные насаждения,
1936,hvoynye,"хвойные (туя, ель, можжевельник)",
1937,lesnye-nasazhdeniya,лесные насаждения,
1938,pshenitsa,пшеница,
1938,yachmen,ячмень,
1939,kartofel,картофель,
1940,pastbischa-i-luga,пастбища и луга,
1941,pshenitsa,пшеница,
1942,pshenitsa,пшеница,
1943,pshenitsa,пшеница,
1944,pshenitsa,пшеница,
1945,pshenitsa,пшеница,
1946,pshenitsa,пшеница,
1946,yachmen,ячмень,
1947,yachmen,ячмень,
1948,yachmen,ячмень,
1949,kukuruza,кукуруза,
1950,kukuruza,кукуруза,
1951,kukuruza,кукуруза,
1952,kukuruza,кукуруза,
1953,kukuruza,кукуруза,
1954,kukuruza,кукуруза,
1955,kukuruza,кукуруза,
1956,raps,рапс,
1957,raps,рапс,
1958,raps,рапс,
1959,raps,рапс,
1960,raps,рапс,
1961,podsolnechnik,подсолнечник,
1962,podsolnechnik,подсолнечник,
1963,podsolnechnik,подсолнечник,
1964,podsolnechnik,подсолнечник,
1965,goroh-fasol,горох / фасоль,
1966,goroh-fasol,горох / фасоль,
1967,goroh-fasol,горох / фасоль,
1968,goroh-fasol,горох / фасоль,
1969,soya,соя,
1970,soya,соя,
1971,soya,соя,
1972,soya,соя,
1973,saharnaya-svekla,сахарная свекла,
1974,saharnaya-svekla,сахарная свекла,
1975,saharnaya-svekla,сахарная свекла,
1976,saharnaya-svekla,сахарная свекла,
1977,saharnaya-svekla,сахарная свекла,
1978,lesnye-nasazhdeniya,лесные насаждения,
1978,hvoynye,"хвойные (туя, ель, можжевельник)",
1979,lesnye-nasazhdeniya,лесные насаждения,
1979,hvoynye,"хвойные (туя, ель, можжевельник)",
1980,lesnye-nasazhdeniya,лесные насаждения,
1980,hvoynye,"хвойные (туя, ель, можжевельник)",
1981,lesnye-nasazhdeniya,лесные насаждения,
1982,lesnye-nasazhdeniya,лесные насаждения,
1983,lesnye-nasazhdeniya,лесные насаждения,
1984,zernobobovye,"зернобобовые (нут, чечевица, люпин, бобы)",
1985,lesnye-nasazhdeniya,лесные насаждения,
1985,hvoynye,"хвойные (туя, ель, можжевельник)",
1986,lesnye-nasazhdeniya,лесные насаждения,
1987,yachmen,ячмень,
1988,pshenitsa,пшеница,
1989,pshenitsa,пшеница,
1990,raps,рапс,
1991,kapusta,капуста,
1991,rassada,рассада (общее),
1992,kartofel,картофель,
1993,pshenitsa,пшеница,
1994,pshenitsa,пшеница,
1995,yachmen,ячмень,
1996,yachmen,ячмень,
1997,saharnaya-svekla,сахарная свекла,
1998,saharnaya-svekla,сахарная свекла,
1999,goroh-fasol,горох / фасоль,
2000,raps,рапс,
2001,raps,рапс,
2002,pshenitsa,пшеница,
2003,pshenitsa,пшеница,
2004,pshenitsa,пшеница,
2005,pshenitsa,пшеница,
2006,yachmen,ячмень,
2007,yachmen,ячмень,
2008,yachmen,ячмень,
2009,zernovye,зерновые (прочие),
2009,oves,овес,
2010,soya,соя,
2011,pshenitsa,пшеница,
2011,yachmen,ячмень,
2012,pshenitsa,пшеница,
2012,yachmen,ячмень,
2013,pshenitsa,пшеница,
2014,pshenitsa,пшеница,
2015,yachmen,ячмень,
2016,raps,рапс,
2017,kukuruza,кукуруза,
2019,soya,соя,
2020,pshenitsa,пшеница,
2020,yachmen,ячмень,
2021,pshenitsa,пшеница,
2021,yachmen,ячмень,
2022,pshenitsa,пшеница,
2023,pshenitsa,пшеница,
2024,pshenitsa,пшеница,
2025,yachmen,ячмень,
2026,raps,рапс,
2027,raps,рапс,
2028,vinograd,виноград,
2029,pastbischa-i-luga,пастбища и луга,
2030,pastbischa-i-luga,пастбища и луга,
2031,pshenitsa,пшеница,
2032,raps,рапс,
2033,zernovye,зерновые (прочие),
2033,oves,овес,
2034,saharnaya-svekla,сахарная свекла,
2035,saharnaya-svekla,сахарная свекла,
2036,raps,рапс,
2037,raps,рапс,
2038,soya,соя,
2039,goroh-fasol,горох / фасоль,
2040,kukuruza,кукуруза,
2041,podsolnechnik,подсолнечник,
2042,len,лен,
2043,kartofel,картофель,
2044,zernobobovye,"зернобобовые (нут, чечевица, люпин, бобы)",
2045,kapusta,капуста,
2046,luk,лук,
2047,yablonya,яблоня,
2048,vinograd,виноград,
2049,kapusta,капуста,
2050,luk,лук,
2051,yablonya,яблоня,
2052,vinograd,виноград,
2053,kartofel,картофель,
2054,luk,лук,
2055,plodovye-derevya,плодовые деревья (общее),
2055,yagodniki,ягодники (общее),
2056,pshenitsa,пшеница,
2057,raps,рапс,
2058,raps,рапс,
2059,kartofel,картофель,
2060,kartofel,картофель,
2061,pshenitsa,пшеница,
2062,pshenitsa,пшеница,
2062,yachmen,ячмень,
2063,kartofel,картофель,
2064,kartofel,картофель,
2065,kartofel,картофель,
2066,kartofel,картофель,
2067,kartofel,картофель,
2068,kartofel,картофель,
2069,luk,лук,
2070,kapusta,капуста,
2071,tomat,томат,защищённый грунт
2072,ogurets,огурец,защищённый грунт
2073,yablonya,яблоня,
2074,grusha,груша,
2075,vinograd,виноград,
2076,yablonya,яблоня,
2077,grusha,груша,
2078,vinograd,виноград,
2079,kartofel,картофель,
2080,luk,лук,
2081,kapusta,капуста,
2082,kartofel,картофель,
2083,pshenitsa,пшеница,
2084,pshenitsa,пшеница,
2084,yachmen,ячмень,
2085,rozh,рожь,
2086,oves,овес,
2087,pshenitsa,пшеница,
2088,pshenitsa,пшеница,
2088,yachmen,ячмень,
2089,soya,соя,
2090,podsolnechnik,подсолнечник,
2091,kartofel,картофель,
2092,kukuruza,кукуруза,
2093,goroh-fasol,горох / фасоль,
2094,vinograd,виноград,
2095,raps,рапс,
2096,raps,рапс,
2097,yablonya,яблоня,
2098,tomat,томат,открытый грунт
2099,luk,лук,
2100,kukuruza,кукуруза,
2101,kukuruza,кукуруза,
2102,kukuruza,кукуруза,
2103,podsolnechnik,подсолнечник,
2104,podsolnechnik,подсолнечник,
2105,podsolnechnik,подсолнечник,
2106,podsolnechnik,подсолнечник,
2107,saharnaya-svekla,сахарная свекла,
2108,saharnaya-svekla,сахарная свекла,
2109,saharnaya-svekla,сахарная свекла,
2110,saharnaya-svekla,сахарная свекла,
2111,saharnaya-svekla,сахарная свекла,
2112,saharnaya-svekla,сахарная свекла,
2113,kapusta,капуста,
2114,yablonya,яблоня,
2115,vinograd,виноград,
2116,tomat,томат,открытый грунт
2117,luk,лук,
2118,yablonya,яблоня,
2119,vinograd,виноград,
2120,raps,рапс,
2121,kapusta,капуста,
2122,yablonya,яблоня,
2123,vinograd,виноград,
2124,raps,рапс,
2125,raps,рапс,
2126,tomat,томат,открытый грунт
2127,luk,лук,
2128,kukuruza,кукуруза,
2129,kukuruza,кукуруза,
2130,kukuruza,кукуруза,
2131,podsolnechnik,подсолнечник,
2132,podsolnechnik,подсолнечник,
2133,podsolnechnik,подсолнечник,
2134,podsolnechnik,подсолнечник,
2135,saharnaya-svekla,сахарная свекла,
2136,saharnaya-svekla,сахарная свекла,
2137,saharnaya-svekla,сахарная свекла,
2138,saharnaya-svekla,сахарная свекла,
2139,saharnaya-svekla,сахарная свекла,
2140,saharnaya-svekla,сахарная свекла,
2141,kapusta,капуста,
2142,yablonya,яблоня,
2143,vinograd,виноград,
2144,luk,лук,
2145,tomat,томат,открытый грунт
2146,kukuruza,кукуруза,
2147,kukuruza,кукуруза,
2148,podsolnechnik,подсолнечник,
2149,podsolnechnik,подсолнечник,
2150,raps,рапс,
2151,soya,соя,
2152,luk,лук,
2153,kukuruza,кукуруза,
2154,kukuruza,кукуруза,
2155,podsolnechnik,подсолнечник,
2156,podsolnechnik,подсолнечник,
2157,kapusta,капуста,
2158,raps,рапс,
2159,soya,соя,
2160,luk,лук,
2161,tomat,томат,открытый грунт
2162,vinograd,виноград,
2163,ayva,айва,
2163,grusha,груша,
2163,yablonya,яблоня,
2164,raps,рапс,
2165,kukuruza,кукуруза,
2165,sklady-i-zernohranilischa,склады и зернохранилища,
2166,podsolnechnik,подсолнечник,
2167,soya,соя,
2168,kukuruza,кукуруза,
2169,kukuruza,кукуруза,
2170,podsolnechnik,подсолнечник,
2171,podsolnechnik,подсолнечник,
2172,raps,рапс,
2173,raps,рапс,
2174,soya,соя,
2175,kartofel,картофель,
2176,svekla,свекла,
2177,svekla,свекла,
2178,kartofel,картофель,
2179,pshenitsa,пшеница,
2179,yachmen,ячмень,
2180,pshenitsa,пшеница,
2181,raps,рапс,
2182,podsolnechnik,подсолнечник,
2183,svekla,свекла,
2184,kartofel,картофель,
2185,kartofel,картофель,
2186,kartofel,картофель,
2187,pshenitsa,пшеница,
2187,yachmen,ячмень,
2188,pshenitsa,пшеница,
2189,raps,рапс,
2190,saharnaya-svekla,сахарная свекла,
2191,podsolnechnik,подсолнечник,
2192,podsolnechnik,подсолнечник,
2193,podsolnechnik,подсолнечник,
2194,kartofel,картофель,
2195,kartofel,картофель,
2196,komnatnye-rasteniya,комнатные растения (общее),
2196,tsvety,цветы (общее),
2197,pshenitsa,пшеница,
2198,pshenitsa,пшеница,
2199,yachmen,ячмень,
2200,kartofel,картофель,
2201,saharnaya-svekla,сахарная свекла,
2202,pastbischa-i-luga,пастбища и луга,
2203,raps,рапс,
2204,tomat,томат,открытый грунт
2205,kartofel,картофель,
2206,pshenitsa,пшеница,
2206,yachmen,ячмень,
2207,pshenitsa,пшеница,
2207,yachmen,ячмень,
2208,len,лен,
2209,raps,рапс,
2210,soya,соя,
2211,podsolnechnik,подсолнечник,
2212,kartofel,картофель,
2213,kartofel,картофель,
2214,pshenitsa,пшеница,
2215,kartofel,картофель,
2216,raps,рапс,
2217,pshenitsa,пшеница,
2217,yachmen,ячмень,
2218,pshenitsa,пшеница,
2219,raps,рапс,
2220,saharnaya-svekla,сахарная свекла,
2221,podsolnechnik,подсолнечник,
2222,kartofel,картофель,
2223,podsolnechnik,подсолнечник,
2224,kukuruza,кукуруза,
2224,sklady-i-zernohranilischa,склады и зернохранилища,
2225,kartofel,картофель,
2226,tsvety,цветы (общее),открытый грунт
2227,komnatnye-rasteniya,комнатные растения (общее),
2227,tsvety,цветы (общее),
2228,yagodniki,ягодники (общее),
2229,pshenitsa,пшеница,
2229,yachmen,ячмень,
2230,soya,соя,
2231,kukuruza,кукуруза,
2231,sklady-i-zernohranilischa,склады и зернохранилища,
2232,raps,рапс,
2233,saharnaya-svekla,сахарная свекла,
2234,kartofel,картофель,
2235,raps,рапс,
2236,raps,рапс,
2237,raps,рапс,
2238,pshenitsa,пшеница,
2239,pshenitsa,пшеница,
2239,yachmen,ячмень,
2240,pshenitsa,пшеница,
2240,yachmen,ячмень,
2241,pshenitsa,пшеница,
2241,yachmen,ячмень,
2242,pshenitsa,пшеница,
2242,yachmen,ячмень,
2243,raps,рапс,
2244,raps,рапс,
2245,raps,рапс,
2246,raps,рапс,
2247,soya,соя,
2248,saharnaya-svekla,сахарная свекла,
2249,saharnaya-svekla,сахарная свекла,
2250,pastbischa-i-luga,пастбища и луга,
2251,pastbischa-i-luga,пастбища и луга,
2252,pastbischa-i-luga,пастбища и луга,
2253,pastbischa-i-luga,пастбища и луга,
2254,lesnye-nasazhdeniya,лесные насаждения,
2254,hvoynye,"хвойные (туя, ель, можжевельник)",
2255,lesnye-nasazhdeniya,лесные насаждения,
2255,hvoynye,"хвойные (туя, ель, можжевельник)",
2256,pshenitsa,пшеница,
2257,pshenitsa,пшеница,
2257,yachmen,ячмень,
2258,pshenitsa,пшеница,
2258,yachmen,ячмень,
2259,pshenitsa,пшеница,
2259,yachmen,ячмень,
2260,pshenitsa,пшеница,
2260,yachmen,ячмень,
2261,raps,рапс,
2262,raps,рапс,
2263,raps,рапс,
2264,raps,рапс,
2265,soya,соя,
2266,soya,соя,
2267,soya,соя,
2268,soya,соя,
2269,saharnaya-svekla,сахарная свекла,
2270,saharnaya-svekla,сахарная свекла,
2271,saharnaya-svekla,сахарная свекла,
2272,saharnaya-svekla,сахарная свекла,
2273,saharnaya-svekla,сахарная свекла,
2274,saharnaya-svekla,сахарная свекла,
2275,saharnaya-svekla,сахарная свекла,
2276,saharnaya-svekla,сахарная свекла,
2277,pastbischa-i-luga,пастбища и луга,
2278,pastbischa-i-luga,пастбища и луга,
2279,pastbischa-i-luga,пастбища и луга,
2280,pastbischa-i-luga,пастбища и луга,
2281,lesnye-nasazhdeniya,лесные насаждения,
2281,hvoynye,"хвойные (туя, ель, можжевельник)",
2282,lesnye-nasazhdeniya,лесные насаждения,
2282,hvoynye,"хвойные (туя, ель, можжевельник)",
2283,lesnye-nasazhdeniya,лесные насаждения,
2283,hvoynye,"хвойные (туя, ель, можжевельник)",
2284,lesnye-nasazhdeniya,лесные насаждения,
2284,hvoynye,"хвойные (туя, ель, можжевельник)",
2285,lesnye-nasazhdeniya,лесные насаждения,
2285,sklady-i-zernohranilischa,склады и зернохранилища,
2285,hvoynye,"хвойные (туя, ель, можжевельник)",
2286,lesnye-nasazhdeniya,лесные насаждения,
2286,hvoynye,"хвойные (туя, ель, можжевельник)",
2287,pshenitsa,пшеница,
2288,pshenitsa,пшеница,
2288,yachmen,ячмень,
2289,raps,рапс,
2290,kukuruza,кукуруза,
2290,podsolnechnik,подсолнечник,
2291,soya,соя,
2292,soya,соя,
2293,pshenitsa,пшеница,
2294,pshenitsa,пшеница,
2295,yachmen,ячмень,
2296,raps,рапс,
2297,raps,рапс,
2298,soya,соя,
2299,zernovye,зерновые (прочие),
2299,oves,овес,
2300,pshenitsa,пшеница,
2301,zernovye,зерновые (прочие),
2301,oves,овес,
2302,raps,рапс,
2303,soya,соя,
2304,pshenitsa,пшеница,
2305,pshenitsa,пшеница,
2306,yachmen,ячмень,
2307,raps,рапс,
2308,raps,рапс,
2309,soya,соя,
2310,soya,соя,
2311,pshenitsa,пшеница,
2312,pshenitsa,пшеница,
2313,pshenitsa,пшеница,
2314,yachmen,ячмень,
2315,oves,овес,
2316,raps,рапс,
2317,raps,рапс,
2318,raps,рапс,
2319,soya,соя,
2320,soya,соя,
2321,podsolnechnik,подсолнечник,
2322,podsolnechnik,подсолнечник,
2323,saharnaya-svekla,сахарная свекла,
2324,saharnaya-svekla,сахарная свекла,
2325,kukuruza,кукуруза,
2326,kartofel,картофель,
2327,kukuruza,кукуруза,
2327,sklady-i-zernohranilischa,склады и зернохранилища,
2328,pshenitsa,пшеница,
2328,yachmen,ячмень,
2329,pshenitsa,пшеница,
2330,yachmen,ячмень,
2331,pshenitsa,пшеница,
2332,yachmen,ячмень,
2333,pshenitsa,пшеница,
2334,yachmen,ячмень,
2335,raps,рапс,
2336,podsolnechnik,подсолнечник,
2337,raps,рапс,
2338,podsolnechnik,подсолнечник,
2339,yablonya,яблоня,
2340,vinograd,виноград,
2341,tomat,томат,защищённый грунт
2342,ogurets,огурец,защищённый грунт
2343,yablonya,яблоня,
2344,vinograd,виноград,
2345,roza,роза,открытый грунт
2346,komnatnye-rasteniya,комнатные растения (общее),открытый грунт
2346,tsvety,цветы (общее),открытый грунт
2347,ogurets,огурец,защищённый грунт
2347,tomat,томат,защищённый грунт
2348,ogurets,огурец,защищённый грунт
2348,tomat,томат,защищённый грунт
2349,yablonya,яблоня,
2350,kartofel,картофель,
2351,tomat,томат,открытый грунт
2352,vinograd,виноград,
2353,ayva,айва,
2353,grusha,груша,
2353,yablonya,яблоня,
2354,zernovye,зерновые (прочие),
2354,oves,овес,
2355,zernovye,зерновые (прочие),
2355,oves,овес,
2356,zernovye,зерновые (прочие),
2356,oves,овес,
2357,zernovye,зерновые (прочие),
2357,oves,овес,
2358,zernovye,зерновые (прочие),
2358,oves,овес,
2359,zernovye,зерновые (прочие),
2359,oves,овес,
2360,zernobobovye,"зернобобовые (нут, чечевица, люпин, бобы)",
2360,soya,соя,
2361,raps,рапс,
2362,raps,рапс,
2363,soya,соя,
2364,saharnaya-svekla,сахарная свекла,
2365,saharnaya-svekla,сахарная свекла,
2366,kukuruza,кукуруза,
2367,kukuruza,кукуруза,
2368,podsolnechnik,подсолнечник,
2369,podsolnechnik,подсолнечник,
2370,len,лен,
2371,len,лен,
2372,len,лен,
2373,len,лен,
2374,yablonya,яблоня,
2375,saharnaya-svekla,сахарная свекла,
2376,pshenitsa,пшеница,
2377,pshenitsa,пшеница,
2378,yachmen,ячмень,
2379,kartofel,картофель,
2380,raps,рапс,
2381,len,лен,
2382,pastbischa-i-luga,пастбища и луга,
2383,pastbischa-i-luga,пастбища и луга,
2384,saharnaya-svekla,сахарная свекла,
2385,pshenitsa,пшеница,
2386,podsolnechnik,подсолнечник,
2387,kartofel,картофель,
2388,len,лен,
2389,pastbischa-i-luga,пастбища и луга,
2390,pastbischa-i-luga,пастбища и луга,
2391,pshenitsa,пшеница,
2392,pshenitsa,пшеница,
2393,yachmen,ячмень,
2394,pshenitsa,пшеница,
2395,pshenitsa,пшеница,
2396,pshenitsa,пшеница,
2397,yachmen,ячмень,
2398,goroh-fasol,горох / фасоль,
2399,raps,рапс,
2400,saharnaya-svekla,сахарная свекла,
2401,saharnaya-svekla,сахарная свекла,
2402,grusha,груша,
2402,yablonya,яблоня,
2403,soya,соя,
2404,sklady-i-zernohranilischa,склады и зернохранилища,
2405,sklady-i-zernohranilischa,склады и зернохранилища,
2406,soya,соя,
2407,maslichnye-i-tehnicheskie,масличные и технические,
2408,raps,рапс,
2409,len,лен,
2410,yablonya,яблоня,
2411,yablonya,яблоня,
2412,vishnya-chereshnya,вишня / черешня,
2413,vinograd,виноград,
2414,yablonya,яблоня,
2415,yablonya,яблоня,
2416,vishnya-chereshnya,вишня / черешня,
2417,vinograd,виноград,
2418,goroh-fasol,горох / фасоль,
2419,pshenitsa,пшеница,
2420,pshenitsa,пшеница,
2421,yachmen,ячмень,
2422,goroh-fasol,горох / фасоль,
2423,kartofel,картофель,
2424,maslichnye-i-tehnicheskie,масличные и технические,
2425,raps,рапс,
2426,kormovye-travy,кормовые травы,
2427,vishnya-chereshnya,вишня / черешня,
2428,klubnika,клубника (земляника),
2429,malina,малина,
2430,smorodina,смородина,
2431,kryzhovnik,крыжовник,
2432,len,лен,
2433,yablonya,яблоня,
2434,kapusta,капуста,
2435,plodovye-derevya,плодовые деревья (общее),
2436,pastbischa-i-luga,пастбища и луга,
2437,pastbischa-i-luga,пастбища и луга,
2438,tomat,томат,открытый грунт
2439,pshenitsa,пшеница,
2440,pshenitsa,пшеница,
2441,yachmen,ячмень,
2442,raps,рапс,
2442,sklady-i-zernohranilischa,склады и зернохранилища,
2443,yablonya,яблоня,
2444,pastbischa-i-luga,пастбища и луга,
2445,pshenitsa,пшеница,
2446,raps,рапс,
2447,pshenitsa,пшеница,
2448,pshenitsa,пшеница,
2449,yachmen,ячмень,
2450,raps,рапс,
2451,saharnaya-svekla,сахарная свекла,
2452,saharnaya-svekla,сахарная свекла,
2453,pshenitsa,пшеница,
2454,pshenitsa,пшеница,
2455,yachmen,ячмень,
2456,kartofel,картофель,
2457,pshenitsa,пшеница,
2458,raps,рапс,
2459,kapusta,капуста,
2460,kartofel,картофель,
2461,yablonya,яблоня,
2462,pshenitsa,пшеница,
2463,pshenitsa,пшеница,
2464,pshenitsa,пшеница,
2465,yachmen,ячмень,
2466,pshenitsa,пшеница,
2467,pshenitsa,пшеница,
2468,yachmen,ячмень,
2469,maslichnye-i-tehnicheskie,масличные и технические,
2470,yablonya,яблоня,
2471,kartofel,картофель,
2472,kapusta,капуста,
2473,vinograd,виноград,
2474,raps,рапс,
2475,len,лен,
2476,kormovye-travy,кормовые травы,
2477,pastbischa-i-luga,пастбища и луга,
2478,pastbischa-i-luga,пастбища и луга,
2479,pastbischa-i-luga,пастбища и луга,
2480,pshenitsa,пшеница,
2481,pshenitsa,пшеница,
2482,oves,овес,
2483,yachmen,ячмень,
2484,goroh-fasol,горох / фасоль,
2485,maslichnye-i-tehnicheskie,масличные и технические,
2486,raps,рапс,
2487,raps,рапс,
2488,len,лен,
2489,saharnaya-svekla,сахарная свекла,
2490,saharnaya-svekla,сахарная свекла,
2491,kukuruza,кукуруза,
2492,luk,лук,
2493,luk,лук,
2494,tomat,томат,открытый грунт
2495,kapusta,капуста,
2496,yablonya,яблоня,
2497,vinograd,виноград,
2498,kormovye-travy,кормовые травы,
2499,pastbischa-i-luga,пастбища и луга,
2500,pastbischa-i-luga,пастбища и луга,
2501,pshenitsa,пшеница,
2502,pshenitsa,пшеница,
2503,pshenitsa,пшеница,
2504,kartofel,картофель,
2505,raps,рапс,
2506,pshenitsa,пшеница,
2507,pshenitsa,пшеница,
2508,pshenitsa,пшеница,
2509,kartofel,картофель,
2510,raps,рапс,
2511,yachmen,ячмень,
2512,pshenitsa,пшеница,
2513,pshenitsa,пшеница,
2514,pshenitsa,пшеница,
2515,pshenitsa,пшеница,
2516,yachmen,ячмень,
2517,pshenitsa,пшеница,
2518,pshenitsa,пшеница,
2519,pshenitsa,пшеница,
2520,yachmen,ячмень,
2521,kartofel,картофель,
2522,raps,рапс,
2523,pshenitsa,пшеница,
2524,yachmen,ячмень,
2525,kartofel,картофель,
2526,kartofel,картофель,
2527,goroh-fasol,горох / фасоль,
2528,goroh-fasol,горох / фасоль,
2529,saharnaya-svekla,сахарная свекла,
2530,saharnaya-svekla,сахарная свекла,
2531,raps,рапс,
2532,raps,рапс,
2533,soya,соя,
2534,kukuruza,кукуруза,
2535,kukuruza,кукуруза,
2536,kukuruza,кукуруза,
2536,sklady-i-zernohranilischa,склады и зернохранилища,
2537,podsolnechnik,подсолнечник,
2538,yachmen,ячмень,
2539,yachmen,ячмень,
2540,kukuruza,кукуруза,
2540,sklady-i-zernohranilischa,склады и зернохранилища,
2541,kukuruza,кукуруза,
2541,sklady-i-zernohranilischa,склады и зернохранилища,
2542,goroh-fasol,горох / фасоль,
2543,soya,соя,
2544,raps,рапс,
2545,yablonya,яблоня,
2546,kapusta,капуста,
2547,tomat,томат,
2548,tomat,томат,
2549,pshenitsa,пшеница,
2550,pshenitsa,пшеница,
2551,pshenitsa,пшеница,
2552,pshenitsa,пшеница,
2553,luk,лук,
2554,luk,лук,
2555,morkov,морковь,
2556,morkov,морковь,
2557,saharnaya-svekla,сахарная свекла,
2558,pastbischa-i-luga,пастбища и луга,
2559,vinograd,виноград,
2560,kartofel,картофель,
2561,pshenitsa,пшеница,
2562,pshenitsa,пшеница,
2563,yachmen,ячмень,
2564,raps,рапс,
2565,saharnaya-svekla,сахарная свекла,
2566,saharnaya-svekla,сахарная свекла,
2567,pshenitsa,пшеница,
2568,pshenitsa,пшеница,
2569,pshenitsa,пшеница,
2570,yachmen,ячмень,
2571,raps,рапс,
2572,pshenitsa,пшеница,
2573,pshenitsa,пшеница,
2574,pshenitsa,пшеница,
2575,raps,рапс,
2576,kartofel,картофель,
2577,morkov,морковь,
2578,pshenitsa,пшеница,
2579,pshenitsa,пшеница,
2580,yachmen,ячмень,
2581,svekla,свекла,
2582,svekla,свекла,
2583,kartofel,картофель,
2584,raps,рапс,
2585,raps,рапс,
2586,raps,рапс,
2587,yablonya,яблоня,
2588,tomat,томат,открытый грунт
2589,kapusta,капуста,
2590,luk,лук,
2591,morkov,морковь,
2592,luk,лук,
2593,pshenitsa,пшеница,
2594,pshenitsa,пшеница,
2595,pshenitsa,пшеница,
2596,yachmen,ячмень,
2597,raps,рапс,
2598,raps,рапс,
2599,saharnaya-svekla,сахарная свекла,
2600,saharnaya-svekla,сахарная свекла,
2601,pastbischa-i-luga,пастбища и луга,
2602,pastbischa-i-luga,пастбища и луга,
2603,goroh-fasol,горох / фасоль,
2604,kartofel,картофель,
2605,tomat,томат,открытый грунт
2606,luk,лук,
2607,morkov,морковь,
2608,morkov,морковь,
2609,kapusta,капуста,
2610,yablonya,яблоня,
2611,vinograd,виноград,
2612,pshenitsa,пшеница,
2613,pshenitsa,пшеница,
2614,yachmen,ячмень,
2615,raps,рапс,
2616,raps,рапс,
2617,soya,соя,
2618,soya,соя,
2619,pshenitsa,пшеница,
2620,pshenitsa,пшеница,
2621,yachmen,ячмень,
2622,kapusta,капуста,
2623,goroh-fasol,горох / фасоль,
2624,pshenitsa,пшеница,
2625,pshenitsa,пшеница,
2626,pshenitsa,пшеница,
2627,yachmen,ячмень,
2628,yachmen,ячмень,
2629,yachmen,ячмень,
2630,yachmen,ячмень,
2631,yachmen,ячмень,
2632,raps,рапс,
2633,raps,рапс,
2634,raps,рапс,
2635,raps,рапс,
2636,goroh-fasol,горох / фасоль,
2637,goroh-fasol,горох / фасоль,
2638,zernobobovye,"зернобобовые (нут, чечевица, люпин, бобы)",
2639,zernobobovye,"зернобобовые (нут, чечевица, люпин, бобы)",
2640,zernobobovye,"зернобобовые (нут, чечевица, люпин, бобы)",
2641,kukuruza,кукуруза,
2642,kukuruza,кукуруза,
2643,kukuruza,кукуруза,
2644,podsolnechnik,подсолнечник,
2645,podsolnechnik,подсолнечник,
2646,podsolnechnik,подсолнечник,
2647,podsolnechnik,подсолнечник,
2648,podsolnechnik,подсолнечник,
2649,saharnaya-svekla,сахарная свекла,
2650,saharnaya-svekla,сахарная свекла,
2651,soya,соя,
2652,soya,соя,
2653,soya,соя,
2654,pastbischa-i-luga,пастбища и луга,
2655,pastbischa-i-luga,пастбища и луга,
2656,pshenitsa,пшеница,
2657,pshenitsa,пшеница,
